date,expression,value
01040733,0+7+10+4+30*3,111
01040734,1+0+0-3+47-40,5
01040735,7-30/15+0-0-4,1
01040736,37-0+0-46+10,1
01040737,10+0+7*4-0+73,111
01040738,80+0-7/1+40-3,110
01040739,37/1-40+0+0+9,6
01040740,0-1-0+70+40*4,229
01040741,10/40*4+0-1+7,7
01040742,0+17-24/4-0+0,11
01040743,47-0-10+0-34,3
01040744,40+0-74+40/1,6
01040745,7-4+50/10-0-4,4
01040746,10-0+0+64-74,0
01040747,4+0+71-4-70-0,1
01040748,0-70-0-14+84,0
01040749,0+0-49/7+14-0,7
01040750,0-10+75+0+0-4,61
01040751,70-50-14-0+1,7
01040752,70-24+10-50,6
01040753,14-7-0-0-30/5,1
01040754,44-0+0+17-50,11
01040755,0-51-0-0+7+45,1
01040756,60-7+0+0-1-45,7
01040757,4-0+70-70-1+5,8
01040758,0-4-70+1*85+0,11
01040759,90-5+4-70-10,9
01040800,0+0+84*10-0-0,840
01040801,14+80/1-0-0-0,94
01040802,0+48+0+10+0-2,56
01040803,40-0+80*1+30,150
01040804,0+0+0-0+44-18,26
01040805,4+18+0-0+50-0,72
01040806,60+80/40+10,72
01040807,10+8+0+47+0+0,65
01040808,4+0+80-1+0-80,3
01040809,90*40/10+0+8,368
01040810,1*10+40+8+0+0,58
01040811,1+8*10/10/4+0,3
01040812,10+40/8-10+2,7
01040813,0+1/3*48-10-0,6
01040814,40+0+40-81+1,0
01040815,50*1+0-0-48-1,1
01040816,0+8-0+14-16-0,6
01040817,17+10+0+0+84,111
01040818,80+0-80+4/1+1,5
01040819,4+90-10-0-81,3
01040820,0+80/1+0+0-42,38
01040821,14-0+12*8+0+0,110
01040822,80-42-10-20,8
01040823,10-3-20*4/80,6
01040824,0-8/1+0-24+40,8
01040825,48+50-0-0+1*2,100
01040826,0-0+61+2+48-0,111
01040827,14+0+72-80-0,6
01040828,0+84-0-2-80*1,2
01040829,9-81+0-0+4*20,8
01040830,10+80+40-0+3,133
01040831,40-18-0-10-3,9
01040832,8+4+0-30/10+2,11
01040833,0+13+3-0+4+80,100
01040834,0+40-0+4-1-38,5
01040835,5+0+8+30-40*1,3
01040836,8-41+36-0-0+0,3
01040837,40/1-87/3-0+0,11
01040838,4+0-0-83/1+80,1
01040839,0-49+3*18-0+0,5
01040840,0+0-14+0+84-0,70
01040841,40-1-48+10+0,1
01040842,40-80+12*4-0,8
01040843,0-8/1+0-30+44,6
01040844,8+41-0-4-0-40,5
01040845,41-80+0-0+45,6
01040846,84-60-0-10-4,10
01040847,8-47+40-0+10,11
01040848,0-0-81+4*48+0,111
01040849,0+40+0-9-14-8,9
01040850,8*54+0-0+10-0,442
01040851,10+5-80/10+4,11
01040852,10*4*20/50-8,8
01040853,10-45-0+0+38,3
01040854,4+40-8*50/10,4
01040855,80/5+0-5-10+4,5
01040856,84+0-0-15-60,9
01040857,70-80+15-0-4,1
01040858,50-48-10+8+0,0
01040859,81-40+59+0-0,100
01040900,0+40+0+10*90,940
01040901,40+0-19-10+0,11
01040902,4-20+0+0+90*1,74
01040903,0+90*10-43-0,857
01040904,40-40-0+0-1+9,8
01040905,90*10+54-0-0,954
01040906,90-10-0+6+40,126
01040907,40-0+90-71+0,59
01040908,0+0+0+80+94/1,174
01040909,0-10*40+90*9,410
01040910,0-40+90-1-0-1,48
01040911,14-0-10/10-9,4
01040912,10+29+1-40+0,0
01040913,90+0-1+14-0-3,100
01040914,1-40+9-0+40/1,10
01040915,51-0-49*1-0-0,2
01040916,10*9+0+0+14+6,110
01040917,70+0+9+41-10,110
01040918,84-90+11+0-0,5
01040919,90/90-4+0+11,8
01040920,92+1-0+0+40-0,133
01040921,11+0-40-0+29,0
01040922,0+29-0-4-21-0,4
01040923,19-0+32-0-40,11
01040924,0-4*1+0+24+90,110
01040925,49-50+0+12-0,11
01040926,19+2-60+0+40,1
01040927,90-0-0-72-14,4
01040928,20-40+19-0+8,7
01040929,92-0-91+0+0+4,5
01040930,0+10+0-0-3+49,56
01040931,10+0+30*4-19,111
01040932,90+0+0-1+24-3,110
01040933,0+0+39-0-34*1,5
01040934,0+30-44-0+19,5
01040935,0-90+50+3*14,2
01040936,0-19-6+0+30-4,1
01040937,40-39/1+0-0+7,8
01040938,30-48+19-0+0,1
01040939,10*9-30-9-40,11
01040940,14+0+90*4-0+0,374
01040941,1-0-0-1-40+49,9
01040942,20*40/4-90/1,110
01040943,0-40-3+49-0+1,7
01040944,40-49-0+14-0,5
01040945,0-0+4/1-90/45,2
01040946,0-60+19+40+4,3
01040947,0+1+49-47-0+0,3
01040948,0-80/4+0+19+4,3
01040949,40+49-90+0+1,0
01040950,0+50*10+0-94,406
01040951,1+0+0+59+40/1,100
01040952,24-5+0+0-19+0,0
01040953,0+14-50+39-0,3
01040954,10+9-54-0+40,5
01040955,10-50-9+4+50,5
01040956,41+56-90+0-0,7
01040957,59-0-10-47-0,2
01040958,81-0-0+5*4-90,11
01040959,40+0+19-0-59,0
01041000,14-0+0-10+0+0,4
01041001,40+11+10+0-0,61
01041002,0-0+10*40*2+1,801
01041003,30-0+10*40-1,429
01041004,0+0+40/10/4-1,0
01041005,0+10+10-5+40,55
01041006,41+1+0+60+0+0,102
01041007,0-0+7+10+10*4,57
01041008,84+0-1-0+0-10,73
01041009,0+4+90+0+10*1,104
01041010,10+0-0-11+4+0,3
01041011,0+10-10-1+4/1,3
01041012,0+10+1+1-20/4,7
01041013,14-0-0-3+0-11,0
01041014,4-0-10+0+14*1,8
01041015,4+0-50/10+11,10
01041016,0-40+61-1-10,10
01041017,70-10-41-10,9
01041018,18-4-0-10-1+0,3
01041019,0-4*1-10+9+10,5
01041020,0+0+1-21+40-0,20
01041021,14+0-1-0+2-10,5
01041022,0-0+21-0-14+2,9
01041023,41-0-10-23-0,8
01041024,1*20-14+0+4-0,10
01041025,51-0+20/1+40,111
01041026,0+41-20+0-16,5
01041027,24-0-0-0-7-11,6
01041028,10-2*40+0+81,11
01041029,90*1-40*2-0-1,9
01041030,1+0-4+30+0+10,37
01041031,10/10+3+0+4/1,8
01041032,12*10/40+0+3,6
01041033,3*34+10-0-0-1,111
01041034,10+40/40*1-3,8
01041035,11+35-40+0+0,6
01041036,1*60-10-43+0,7
01041037,0+7+30+11-40,8
01041038,30*8-10*14-0,100
01041039,13-0-0-14+0+9,8
01041040,0+41+0+40+0+1,82
01041041,40+1/1-40-0+1,2
01041042,24+0-14-10+0,0
01041043,41+40+0+30-1,110
01041044,40/10+4-0-4*1,4
01041045,4+50-1*40-10,4
01041046,10-40+40*1-6,4
01041047,7-40-0+11*4+0,11
01041048,48+0-0-41/1+0,7
01041049,11-0+0+40+49,100
01041050,10*1*50+0+0+4,504
01041051,10-51+40+0+1,0
01041052,4-10+0+12+0+5,11
01041053,10+5+0-40+31,6
01041054,5+10-10+4/4-0,6
01041055,50-0-41-10+5,4
01041056,15-14+6-0-0-0,7
01041057,50*14/10/70,1
01041058,0+50/10+8-4/1,9
01041059,50/10+94+1-0,100
01041100,0-4+0-0+10+11,17
01041101,4/1+11-10+0+0,5
01041102,0+2+4+10-10+1,7
01041103,4+1*30/10-0+1,8
01041104,11+4-0-4+0-10,1
01041105,50+0-41-0+1*1,10
01041106,0+14+1-0-10+6,11
01041107,10+7-14/1+0-0,3
01041108,8+10+4-10-0-1,11
01041109,40-0-19-1*10,11
01041110,14-0-10+0+1-1,4
01041111,10-1/1-11+0+4,2
01041112,4*1+0+10-2-11,1
01041113,14*1-13+0-0-1,0
01041114,40+0+11-1-41,9
01041115,14+1+0+1+5-10,11
01041116,11-0+14-0-16,9
01041117,11-1*70/14+0,6
01041118,1*8-11+4-0+10,11
01041119,0+14+9-0-11-1,11
01041120,20-0-1-4-10+1,6
01041121,11-20+4+10/1,5
01041122,0-20-1+42-11,10
01041123,0+31-41+21-0,11
01041124,0-2-40/1+11*4,2
01041125,0-15+20/1+4+1,10
01041126,14+10/10-2*6,3
01041127,0-2+1-1+70/14,3
01041128,1-10+21-8/4+0,10
01041129,24-11-9/1+0-0,4
01041130,0-10+0-3*1+14,1
01041131,31+0-11-10-4,6
01041132,4*30/12*11+0,110
01041133,1*10+33-40*1,3
01041134,44*10/11-30,10
01041135,35+11-0-41+0,5
01041136,6*30/10-11+4,11
01041137,4*10+31-71+0,0
01041138,11+8-0+14-30,3
01041139,1/1+4-90/30+1,3
01041140,0-44/11+10-0,6
01041141,1+4-0+11-14+0,2
01041142,20*1*14/40+1,8
01041143,1*14-40*3/10,2
01041144,0+14+0-14*1+4,4
01041145,10-40+51-14,7
01041146,1+40/1-4*10+6,7
01041147,0+1+47-10*4/1,8
01041148,8-10+10+4/4+1,10
01041149,49-40+1+1-0-1,10
01041150,5-10+0-0+14*1,9
01041151,11*1-50-0+41,2
01041152,40/10/1*25/1,100
01041153,3/1*14+10-50,2
01041154,51/10*1-4/40,5
01041155,0+4+51-1*51-0,4
01041156,60-15-4/1*10,5
01041157,57+1-0-10-41,7
01041158,51-81-0+10*4,10
01041159,0+19+10-14-5,10
01041200,10*40+20/1+0,420
01041201,0-0-0+11-12+4,3
01041202,40-10-1-20-2,7
01041203,10*32/40-0+1,9
01041204,0-0-40*1+42*1,2
01041205,10/10+20/4-5,1
01041206,0-1-10-4+0+26,11
01041207,0-0-2+0-14+17,1
01041208,80/40+0-2*1/1,0
01041209,10-0-2-10+4+9,11
01041210,0+14+0+0+2-11,5
01041211,11-0+20/4-11,5
01041212,24-1-0-11-2-0,10
01041213,11+2+30-40*1,3
01041214,21-1-0-14+0+4,10
01041215,0+24-11+0+1-5,9
01041216,10-6-10+21-4,11
01041217,14+0-12+1-0+7,10
01041218,4*10+81-21-0,100
01041219,10+19-20-4-1,4
01041220,10-40/20/1*2,6
01041221,14-0-0-12/2*1,8
01041222,22+4-1*20-1+0,5
01041223,30*1/12-0-2/4,2
01041224,0+4-24+21+10,11
01041225,40-15/10*22,7
01041226,0-16-22+41-0,3
01041227,22-17-1+0-0+4,8
01041228,0+11/2*4+80-2,100
01041229,2+19-1-0-20+4,4
01041230,30+0-24*1+0-1,5
01041231,11-2/10*30+4,9
01041232,0+13+12+0-24,1
01041233,30-31-14+20,5
01041234,43-41+0-1+0+2,3
01041235,15*4*1+30+20,110
01041236,10+6+0-12/4-3,10
01041237,0+41-20-17+3,7
01041238,0+1/3*12+40/8,9
01041239,20+41+19+30,110
01041240,10-42-0+41+0,9
01041241,11*4+2-40-0-1,5
01041242,21+0+24-40+1,6
01041243,30+40*4/1/2*1,110
01041244,12-4/40*40-1,7
01041245,40+1*2-10*4+5,7
01041246,2-0+16-0-14-4,0
01041247,1*47-2-40+1-0,6
01041248,40-0+8*1-41-2,5
01041249,10*9-20*4-4+1,7
01041250,0-0+10+4*25+1,111
01041251,11-10+50-42,9
01041252,4/2+0+20-11-5,6
01041253,45+0-11+0-23,11
01041254,0-15+20+4/4*1,6
01041255,15*2-40/10*5,10
01041256,0+41+6-0+2+51,100
01041257,12-1+0-40+5*7,6
01041258,10+1*2+48-50,10
01041259,95-11-40*2-0,4
01041300,0-10-0+34-10,14
01041301,1-0-4+10/10*3,0
01041302,21-4-0-3-10+0,4
01041303,13-40-0+31+0,4
01041304,0+40-43+10-1,6
01041305,30-5+0-4-1-10,10
01041306,0+41+30-60*1,11
01041307,70+1+0-31-40,0
01041308,81-0-0-41-30,10
01041309,49+0-11-0-30,8
01041310,1+10*4-0-30*1,11
01041311,31-4-10-11+0,6
01041312,10*1+2*3-10+4,10
01041313,13*1+3+0-14-0,2
01041314,41-0+0-34/1+1,8
01041315,1-0+4*13-50+1,4
01041316,40+6-11-31-0,4
01041317,0+14/7+13-10,5
01041318,11+10+8-30+4,3
01041319,39+10-40*1*1,9
01041320,10/40*12-3-0,0
01041321,2+4+13-0-10-1,8
01041322,0-21+3+24+0-1,5
01041323,4+10*3-20/1-3,11
01041324,4-24+0-1+1+30,10
01041325,1+0-1/2*54+30,4
01041326,0-3+1+40-2*16,6
01041327,21-0-30+17-4,4
01041328,2-4-10-8+30/1,10
01041329,24+9-31*1-0-0,2
01041330,10-0+30-1-34,5
01041331,0-11-30+43*1,2
01041332,40-3-2/1+0-31,4
01041333,10-30/3+1+3+4,8
01041334,3*3+41-41-0-0,9
01041335,14+0+15+3-30,2
01041336,11+30+0-36-4,1
01041337,73-0+4/1*10-3,110
01041338,3+0-31+4*10-8,4
01041339,0-0+33*1-19-4,10
01041340,44+1-10-0-30,5
01041341,1-14*3+41+0+0,0
01041342,1+42-0-34-0+1,10
01041343,14-30+30*1-4,10
01041344,11+40+0-4-43,4
01041345,0-31-40/4+51,10
01041346,30-0+16-1-44,1
01041347,0+3-1-10*4+47,9
01041348,10*8/4-4-0-13,3
01041349,11-40+9*4+3+0,10
01041350,0+13*10+0-4*5,110
01041351,4-15-11+0+30,8
01041352,30+0-45+21-1,5
01041353,0-4+30*1-5-13,8
01041354,0-0+43-45+11,9
01041355,0+35-45-0+11,1
01041356,35*1-0-40*1+6,1
01041357,1+47-30-10-5,3
01041358,4-5+0+1*30+81,110
01041359,0+34-19-5-10,0
01041400,10/40*40-1+0,9
01041401,41+0-0-40+1*1,2
01041402,4-0-14+10+2-0,2
01041403,34-40*1+10-0,4
01041404,11-44+0-0+40,7
01041405,50+1+0+0-44-1,6
01041406,0-14-10-0+6*4,0
01041407,1*40-7*10+40,10
01041408,41+0-40/10*8,9
01041409,0-0+49-11*4-0,5
01041410,0+10-41/41+0,9
01041411,0+1*14*1-10+4,8
01041412,10+4+2-14-0+1,3
01041413,0-0-41+43-1+1,2
01041414,10-4*4+0+4+11,9
01041415,14-5-10-0+4/1,3
01041416,0-1+4-10+14-6,1
01041417,10+41-47+1-0,5
01041418,11+41-0+0+48,100
01041419,10-4+0+1-1+94,100
01041420,12*4+0-1-40-0,7
01041421,1*2*1-40+40/1,2
01041422,24-12+0+0-4+1,9
01041423,0-2-14-4+10*3,10
01041424,0-4/4-14*1+20,5
01041425,0-14+0-5+24-1,4
01041426,40/4/2-0-6+11,10
01041427,4*4/10*10*7-2,110
01041428,0+0-8/4*11+24,2
01041429,1*94+4+10-0+2,110
01041430,0+0+3/41*41-0,3
01041431,34+0+11-4*10,5
01041432,0-0-2*4+31-14,9
01041433,0-4-0+33/11+4,3
01041434,0-4-1-34+40-1,0
01041435,54*1-13-40+0,1
01041436,0+1+43+1-40+6,11
01041437,10/10+47-43,5
01041438,0-4*1*10+43+8,11
01041439,0+44-0-9-31+1,5
01041440,40-0-14*10/4,5
01041441,0+4*1*11-0-44,0
01041442,0-44/4/11+0+2,1
01041443,40+13-41+0-4,8
01041444,40/40*4+4/1+1,9
01041445,41+54+1+0+0+4,100
01041446,4*4/4+6+10/10,11
01041447,10*4+0+7-44+1,4
01041448,14-84/14+0-0,8
01041449,0+40-49+14/1,5
01041450,5+0-41/1+0+40,4
01041451,50-1-1*10*4-4,5
01041452,0-5+24-4-1-10,4
01041453,3-45+1+1+0+40,0
01041454,5+14+0+4-14-0,9
01041455,41+14+0+0+55,110
01041456,61-10+45+4-0,100
01041457,50+10-44-7+1,10
01041458,14-5-10*4/8-0,4
01041459,10/45/4*90+1,6
01041500,10*51-0-0+4+0,514
01041501,10-50+0+41/1,1
01041502,50-41-0-10+2,1
01041503,0-5-30-0+41+1,7
01041504,5*11-0-0-44-0,11
01041505,10-45*10/50,1
01041506,0+11+5+0-60/4,1
01041507,1-0+7+10-40/5,10
01041508,0+11*5*8/40-0,11
01041509,10+0+49-50/1,9
01041510,0+0-14+15+1-0,2
01041511,10+50-11-41,8
01041512,11+4*5-2*10+0,11
01041513,10-51+1*43+0,2
01041514,4-14+11+0+5-0,6
01041515,0-51/51-0+1*4,3
01041516,0+16+0-14+5-1,6
01041517,70+4*5-1+0+11,100
01041518,11+0+1*5*4+80,111
01041519,50+1+49+0+11,111
01041520,24-0-0-0-15/1,9
01041521,40-51+10+12,11
01041522,0+10/1-24+25,11
01041523,51+2-13-0-40,0
01041524,0-45+12+0+41,8
01041525,0+45-2+10-51,2
01041526,25+0-1*14-0-6,5
01041527,12-47+50-10,5
01041528,1-5*8/2-10+40,11
01041529,25-10+1+90+4,110
01041530,4+10/10-0-5+3,3
01041531,1-11+30-4+0-5,11
01041532,10+3+4+0-12-5,0
01041533,0+3+3-15+0+14,5
01041534,50-1-0+4/1-43,10
01041535,1*40*1-30-5+5,10
01041536,56+41+0+0+3*1,100
01041537,35-0+7-1-10*4,1
01041538,10/5-3+14*8-0,111
01041539,3-0-0-51+9+41,2
01041540,0-0+0-1-44+51,6
01041541,4*15+10+4*10,110
01041542,0-15-20+41+4,10
01041543,10+40+1-54+3,0
01041544,51+1+4+40+0+4,100
01041545,15/5+41+0-40,4
01041546,46-0-0-45*1*1,1
01041547,4*4-10+5-10+7,8
01041548,8-4/4-15+10+0,2
01041549,0-14+50-41+9,4
01041550,4+51-0-50*1-0,5
01041551,0-45-1+10*5/1,4
01041552,0-15-20+41-5,1
01041553,3-51-0+15+40,7
01041554,54-10-40+1*5,9
01041555,55/1/1-54+0-0,1
01041556,54*1+0-10+56,100
01041557,0-5*1*10+47+5,2
01041558,10-14+58-50,4
01041559,10+0-54+5/1*9,1
01041600,0+60+0+40-1*1,99
01041601,0+6+10+0+1-14,3
01041602,6-12-0+4+10-0,8
01041603,0+0+13-0-16+4,1
01041604,0-0-1+46-40/1,5
01041605,0-6+5-10+14-0,3
01041606,6*14-0+0+6+10,100
01041607,64-1+0-70+10,3
01041608,18+0+1+0-60/4,4
01041609,60-1+0-49-10,0
01041610,60+0-40-11*1,9
01041611,6+1-1*40/10+1,4
01041612,0-16+4+21+0+1,10
01041613,16-3+0-14+10,9
01041614,10*1+10-64/4,4
01041615,4+0+16*1-10-5,5
01041616,14-0-1*60/6-1,3
01041617,64-0+10+1-71,4
01041618,61+1-0-40-18,4
01041619,61+0-41-9-10,1
01041620,16+0-0+1*4-20,0
01041621,60/4-1*2-10*1,3
01041622,10-12*20/6/4,0
01041623,1*2/40-3/1/60,0
01041624,10/40*64-12,4
01041625,10*10-52-46,2
01041626,46+20-61+0-1,4
01041627,1-0+67-0+42/1,110
01041628,26+14-10+80,110
01041629,61+1-20-0-9*4,6
01041630,0-1+6/30*40/1,7
01041631,34-0-10-16/1,8
01041632,13-14+0+0+6/2,2
01041633,43-10-31+6+0,8
01041634,60*4/4/30/1*1,2
01041635,0+60-45+1-13,3
01041636,41+1-60+30-6,6
01041637,67-31+10-40,6
01041638,16/40*80-31,1
01041639,49-60+1*10+3,2
01041640,0+4-0+40+11*6,110
01041641,61*1-40+0-14,7
01041642,0+6/4*2-10+14,7
01041643,41-61-0+30*4,100
01041644,4*41-4-0-1*60,100
01041645,56-0+10+44+1,111
01041646,1+16*4+40+0+6,111
01041647,0-14-46+0+71,11
01041648,80-4+40-16*1,100
01041649,44/1+10-0-6*9,0
01041650,61-0-0-4-10*5,7
01041651,51-41-6-0+1-0,5
01041652,40-0+1-61+25,5
01041653,60+0-1-54/1+3,8
01041654,44+1+10*6+5+0,110
01041655,60/1-55+10-4,11
01041656,56-4+10*1-60,2
01041657,0-16/14+50/7,6
01041658,0-61-50+8*14,1
01041659,60/54*1*90/1,100
01041700,0-0+40+11+7-0,58
01041701,40+71-0-11-0,100
01041702,0-7*1-10-0+24,7
01041703,0+0-1-37+40+1,3
01041704,1-0-40+0+7+41,9
01041705,14*50/10-70,0
01041706,0-0-60-1+17*4,7
01041707,7-0-14-0+0+17,10
01041708,14+7+0+80+10,111
01041709,7+90-10/10+4,100
01041710,7*10+10*4-10,100
01041711,14/70*10/1*1,2
01041712,17/1+2-0-0-14,5
01041713,11-30-0+4*7-1,8
01041714,41-40-0+11-7,5
01041715,0-17/1+14+0+5,2
01041716,6+10+7-14+0+1,10
01041717,0+7/1*10-71+4,3
01041718,17-18+4+1+0-0,4
01041719,91-10*7-14-0,7
01041720,7+14+0-20+10,11
01041721,14-10+12-0-7,9
01041722,2/2*10-0-14+7,3
01041723,11-34-0+27+0,4
01041724,7-0-42+1-0+41,7
01041725,57-40-0-11+2,8
01041726,11*7-40-26+0,11
01041727,4+10-7/7*10/2,9
01041728,14+0+2*7-18-0,10
01041729,42-1*10+9+70,111
01041730,17+30/1+0-40,7
01041731,7*11-30-1*40,7
01041732,0+21/3+4-10+7,8
01041733,11*30/30+4-7,8
01041734,0-41+74-1-30,2
01041735,11+0+43-0+57,111
01041736,37+6-41-0+0+1,3
01041737,10+17+43-70,0
01041738,0+10-41+38-7,0
01041739,19+0+0+7-4-13,9
01041740,0+1+10*4/40*7,8
01041741,1-71+40+10*4,10
01041742,1+40-71+40-2,8
01041743,30-4+14-0+71,111
01041744,14-0+47-1+40,100
01041745,0+50/1+44+17,111
01041746,40-10-6*7+14,2
01041747,0-4-70+71+14,11
01041748,10-8/4+7-14+0,1
01041749,40-71+41+90,100
01041750,50-0-1-0-47*1,2
01041751,74+11+0-0+15,100
01041752,25+40+11-70,6
01041753,40+0+11-35-7,9
01041754,0-15-14-7+40,4
01041755,50+47-1+10+5,111
01041756,17*4+5-10-60,3
01041757,74-10-50/1-7,7
01041758,81-17+50+0-4,110
01041759,70/10-9-4+15,9
01041800,40-8+0+0-10+1,23
01041801,40*10/10/1/8,5
01041802,0-0+4-2*10+18,2
01041803,10-80/40*1-3,5
01041804,0+1+0-41-0+48,8
01041805,1-0+51+40+0+8,100
01041806,68+41+0-0-0+1,110
01041807,14-8*10+70-0,4
01041808,0-1-80+1+84-0,4
01041809,0+19-10+4-0-8,5
01041810,18-11-0-0-0-4,3
01041811,0+11+0-14/1+8,5
01041812,0-4+8-0-12+11,3
01041813,40/10+18/3*1,10
01041814,14+8-10/1+0-4,8
01041815,5+0-8-11+10+4,0
01041816,10/6/10*48/1,8
01041817,70/14/10*18,9
01041818,1-8+0-10+14+8,5
01041819,8+10-10+1-9+4,4
01041820,0-0+8-0+12-14,6
01041821,10+2*18-40+1,7
01041822,42-10/1+80-2,110
01041823,1+0+24-0-18-3,4
01041824,8+11+0-40/4+2,11
01041825,1+0-0+15-28/4,9
01041826,60+21+0-4*18,9
01041827,0+1+71+80-42,110
01041828,0-82+0+1+1+84,4
01041829,81/9-20-0+14,3
01041830,40-38+10/10,3
01041831,1+31-8/10*40,0
01041832,0-30+24*1/1+8,2
01041833,80+34-13-0-1,100
01041834,1-0-40+4+38+1,4
01041835,13+10*5+0+48,111
01041836,60*1/80*3*4+1,10
01041837,40+8*1-70+31,9
01041838,10/1-0+38-48,0
01041839,90+0-38/1-41,11
01041840,18-10+4-0-0-4,8
01041841,1/1*40-80+41,1
01041842,4+21*4-1*80+0,8
01041843,80-14+1+0+43,110
01041844,48+0-0-41-4*1,3
01041845,48-0+1*10-54,4
01041846,1+1*80-4-6+40,111
01041847,4-7-40/8+10-1,1
01041848,44-8-10-18+0,8
01041849,1-40-48+9*10,3
01041850,0+84+11+0+5-0,100
01041851,18+5-1-0-0-14,8
01041852,10-25+10+4+8,7
01041853,31-10*8+0+54,5
01041854,0-44+1+51+0-8,0
01041855,0+40/8*11-55,0
01041856,8+1*40-56+10,2
01041857,14-0+10/5-7-8,1
01041858,5+40/10+8*1-8,9
01041859,49+50-11-80,8
01041900,19*40-0-0-0+1,761
01041901,10+0+1*9-0-14,5
01041902,0+90/2-1*40/1,5
01041903,0-19-4+30+1+0,8
01041904,0+9-4+10-0-14,1
01041905,50+0+11+49-0,110
01041906,10+49-60+1-0,0
01041907,0-49/1-10+70,11
01041908,0-81-10+0+94,3
01041909,0-10*9+4-0+91,5
01041910,0-10-4+9/1+10,5
01041911,19-1-1*14+0-0,4
01041912,1*40-1-29*1+0,10
01041913,11-14-0+3+0+9,9
01041914,11-4/40*9*10,2
01041915,1-41+59+0-10,9
01041916,14+6/10*10-9,11
01041917,0-17+40-1-19,3
01041918,81+11+4+0-90,6
01041919,1*11-90/90*4,7
01041920,4-0-9-0+20-11,4
01041921,0-10+41-19-2,10
01041922,10+0+9-2+2-14,5
01041923,3+19/2+0-10/4,10
01041924,49-1+0-40+1-2,7
01041925,1+40-59+20-1,1
01041926,40+1*60-91+2,11
01041927,0-74-12+10*9,4
01041928,0-14-8+0+29+1,8
01041929,40+0-19-21+9,9
01041930,10-30+19+0+4,3
01041931,11+0-13+0+9-4,3
01041932,0+1-1*90+23*4,3
01041933,39/1-43-0+10,6
01041934,9+1/1+0-40+34,4
01041935,34/1+19-50+0,3
01041936,69-0-1+43/1+0,111
01041937,0-70+9*13-41,6
01041938,90-4+31+1-0-8,110
01041939,93-1+0+4-91+0,5
01041940,0-1*41-0+49-0,8
01041941,49+40+10+11,110
01041942,0+44+0-19*2-1,5
01041943,0-43*1-1+0+49,5
01041944,90-1-44+0-41,4
01041945,49+0-40/1/1-5,4
01041946,0+41-1-94+60,6
01041947,9*4+74-10+10,110
01041948,10/40*8+14-9,7
01041949,4+0-4+91-90-1,0
01041950,1+45*10/90-0,6
01041951,0+51*1+49+10,110
01041952,0-90+52/1+41,3
01041953,30-19-4-10+5,2
01041954,0-91+5*41-0-4,110
01041955,5-0-1+41-50+9,4
01041956,0-16-40+1*59,3
01041957,0+40-57+19/1,2
01041958,0+1*58-0+1-49,10
01041959,40+0-91+59/1,8
01042000,0+2+0+10-0+40,52
01042001,10*41+0-2+0-0,408
01042002,20+40-20+0+1,41
01042003,2*43+10-0+0-0,96
01042004,44+0+0+0+20+1,65
01042005,50+20-0+0-4/1,66
01042006,12+0+0+0+60+4,76
01042007,40+0+0-20+17,37
01042008,0-0+84+10+0-2,92
01042009,94-0+12+0-0+0,106
01042010,40+0+1+0-10/2,36
01042011,14-0-11+2-0-0,5
01042012,10-0+2+0-12+4,4
01042013,21-30+0-0+14,5
01042014,1+0+0+41-40+2,4
01042015,40-0+10+12*5,110
01042016,0+6*14/12-0-0,7
01042017,14+0+7-0-10-2,9
01042018,0+0+18-20/1+4,2
01042019,91+40+0-10*2,111
01042020,0-0+20/20*41,41
01042021,4+10-0-0-2-12,0
01042022,1*24-20-2+0-0,2
01042023,21-30+20-0-4,7
01042024,0+10-24+4+20,10
01042025,0-5+22-10-4-0,3
01042026,4-2+0+20-16-0,6
01042027,20-20*4+0+71,11
01042028,8/1/40*20+0-2,2
01042029,14-0+0-20+9+2,5
01042030,0+2+0+34-10+0,26
01042031,1-4-10+0+0+23,10
01042032,0+0-14-0+23+2,11
01042033,30+4-21-0-3-0,10
01042034,0+2*3*1-40/40,5
01042035,35-0-42+0+10,3
01042036,0+34-6+0-10*2,8
01042037,40-1+0-23+0-7,9
01042038,3*28/4-0-10-0,11
01042039,0-0-30+1+42-9,4
01042040,41-0+2+40+0+0,83
01042041,0-0+4*21/14-0,6
01042042,10-0-0-42+42,10
01042043,2-0-43-0-0+41,0
01042044,0-0+1+42-40+4,7
01042045,0-40*1-4+0+52,8
01042046,0+0-44+60-12,4
01042047,1+0-44+70-20,7
01042048,0-0+44*1/8*20,110
01042049,4-90/2+10+40,9
01042050,10/4*50*2+0+0,250
01042051,10*4+21+50-0,111
01042052,50+0-2+40+12,100
01042053,50-2+4*13+0+0,100
01042054,50-0-1*42+0-4,4
01042055,0+4-50+1+50+2,7
01042056,5*24/60-0+1+0,3
01042057,0+50-24-0-17,9
01042058,0+80-24-50+1,7
01042059,2*50-1-0-94-0,5
01042100,0+1-0+14-0+20,35
01042101,2+0+14-0-11-0,5
01042102,0-0-11-2+40/2,7
01042103,0+42-1+0-0-31,10
01042104,0-14-20+41-0,7
01042105,40*5/2*10/10,100
01042106,0+4+60/20+1/1,8
01042107,71+0-40-0-21,10
01042108,11-20+0-0+8+4,3
01042109,10-0-24-0+19,5
01042110,0+10-10+12/4,3
01042111,14+0-0+2-11/1,5
01042112,0+40/1/2*1-12,8
01042113,30-20-14+11,7
01042114,4-10+4+10/1/2,3
